MUNICIPALITY,SCHOOL ID,SCHOOL NAME,PROGRAM OFFERINGS,STEM,ABM,HUMSS,GAS,TVL,Arts and Design,Sports,OFFERINGS COUNT,MUNICIPALITY COUNT
Makati City,407698,"Globetek Science Foundation, Inc.",STEM|ABM|HUMSS|GAS,True,True,True,True,False,False,False,4,
Manila City,406330,Lorenzo Ruiz Academy,ABM|STEM,True,True,False,False,False,False,False,2,
Manila City,406335,Tiong Se Academy,GAS|ABM,False,True,False,True,False,False,False,2,
Caloocan City,400942,ABE International Business College-Caloocan Campus,ABM|TVL,False,True,False,False,True,False,False,2,
Caloocan City,400947,AMA Computer College-Caloocan City,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Caloocan City,400951,AMA Computer Learning Center of Caloocan City,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Caloocan City,400952,Asian Institute of Computer Studies - Caloocan,ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Caloocan City,400959,Colegio de San Gabriel Arcangel of Caloocan,ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Caloocan City,400960,Datamex Institute of Computer Technology-Caloocan City,STEM|ABM|HUMSS|GAS|Arts and Design|Sports|TVL,True,True,True,True,True,True,True,7,
Caloocan City,400962,Informatics College-Caloocan,ABM|GAS|HUMSS|TVL,False,True,True,True,True,False,False,4,
Caloocan City,400967,"Lady of Lourdes Hospital and Colleges of Caybiga, Inc.",ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Caloocan City,400972,Martinez Memorial Colleges,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Caloocan City,400978,STI College - Caloocan,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Caloocan City,405537,Access Computer and Technical College-Camarin Campus,TVL,False,False,False,False,True,False,False,1,
Caloocan City,405544,Access Computer and Technical College-Monumento Campus,TVL,False,False,False,False,True,False,False,1,
Caloocan City,405581,APEC Schools-Grace Park West,GAS|ABM,False,True,False,True,False,False,False,2,
Caloocan City,405583,"Asian Caregiving and Technology Education Centers, Inc.-Caloocan",TVL,False,False,False,False,True,False,False,1,
Caloocan City,405602,"Emmanuel John Institute of Science & Technology, Inc.",TVL,False,False,False,False,True,False,False,1,
Caloocan City,406395,Lorraine Technical School,TVL,False,False,False,False,True,False,False,1,
Caloocan City,406674,Anchor of Life Academy,ABM|HUMSS|GAS,False,True,True,True,False,False,False,3,
Caloocan City,406677,"Divine Mercy College Foundation, Inc.",ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Caloocan City,406678,La Consolacion College-Caloocan City,ABM|GAS|STEM|HUMSS|TVL,True,True,True,True,True,False,False,5,
Caloocan City,406681,Notre Dame of Greater Manila,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Caloocan City,406683,Philippine Cultural College-Caloocan Campus,GAS|ABM|STEM|HUMSS,True,True,True,True,False,False,False,4,
Caloocan City,406685,St. Mary's Academy of Caloocan City,ABM|HUMSS|GAS|STEM|Arts and Design|Sports|TVL,True,True,True,True,True,True,True,7,
Caloocan City,406686,Systems Plus Computer College-Caloocan,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Caloocan City,406688,Baesa Adventist Academy,ABM|HUMSS|GAS|TVL,False,True,True,True,True,False,False,4,
Caloocan City,406691,"World Citi Colleges-Caloocan, Inc.",ABM|STEM|GAS|TVL,True,True,False,True,True,False,False,4,
Caloocan City,406696,Manila Central University,ABM|STEM|HUMSS|TVL,True,True,True,False,True,False,False,4,
Caloocan City,406698,St. Dominic Savio College,ABM|HUMSS|STEM,True,True,True,False,False,False,False,3,
Caloocan City,406711,Holy Redeemer School of Kalookan,ABM,False,True,False,False,False,False,False,1,
Caloocan City,406712,Maranatha Christian Academy of Caloocan,GAS|TVL,False,False,False,True,True,False,False,2,
Caloocan City,406713,"Mystical Rose School of Caloocan, Inc.",GAS|ABM|STEM|TVL,True,True,False,True,True,False,False,4,
Caloocan City,406714,"Newland Center for Education, Inc.",TVL,False,False,False,False,True,False,False,1,
Caloocan City,406715,Our Lady of Lourdes Catholic School,HUMSS,False,False,True,False,False,False,False,1,
Caloocan City,406717,St. Clare College of Caloocan,ABM|HUMSS|Sports|Arts and Design|TVL,False,True,True,False,True,True,True,5,
Caloocan City,406725,Holy Rosary College Foundation,GAS,False,False,False,True,False,False,False,1,
Caloocan City,406726,Immaculada Concepcion Colleges,ABM|HUMSS|Sports|TVL,False,True,True,False,True,False,True,4,
Caloocan City,406729,"St. Joseph College of Novaliches, Inc.",ABM|HUMSS|STEM|GAS,True,True,True,True,False,False,False,4,
Caloocan City,406732,"Guardian Angel School, Inc",STEM|ABM,True,True,False,False,False,False,False,2,
Caloocan City,406733,Holy Infant Montessori Center,ABM|HUMSS|GAS,False,True,True,True,False,False,False,3,
Caloocan City,406734,La Consolacion College - Novaliches,ABM|GAS|STEM|HUMSS|Sports|Arts and Design|TVL,True,True,True,True,True,True,True,7,
Caloocan City,406736,"Rosary Hills International School, Inc.",GAS|ABM|STEM|HUMSS|Sports|TVL,True,True,True,True,True,False,True,6,
Caloocan City,406740,"St. Benedict School of Novaliches, Inc.",STEM|ABM,True,True,False,False,False,False,False,2,
Caloocan City,406743,St. Raphaela Mary School,GAS,False,False,False,True,False,False,False,1,
Caloocan City,406745,St. Therese of Rose School,GAS|ABM|HUMSS,False,True,True,True,False,False,False,3,
Caloocan City,406746,Bloomington Middle and Grade School,GAS|HUMSS,False,False,True,True,False,False,False,2,
Caloocan City,406747,"The Immaculate Mother Academy, Inc.",GAS|HUMSS|ABM|TVL,False,True,True,True,True,False,False,4,
Caloocan City,407034,"Cieverose College, Inc.",TVL,False,False,False,False,True,False,False,1,
Caloocan City,407449,"St. Francis Technical Institute for Development, Training and Competency Assessment Inc.",GAS|TVL,False,False,False,True,True,False,False,2,
Caloocan City,407463,"Interface Computer College, Inc.",ABM|TVL,False,True,False,False,True,False,False,2,
Caloocan City,483505,St. Agnes Academy of Caloocan,GAS|TVL,False,False,False,True,True,False,False,2,
Caloocan City,483507,Regina Coeli Education Centre Foundation,ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Caloocan City,483508,"St. John Academy of Bagong Silang Caloocan, Inc.",ABM|GAS,False,True,False,True,False,False,False,2,
Caloocan City,483510,"Dr. Rosita B. Britanico (Formerly Edosma Academy of Camarin, Inc.)",TVL,False,False,False,False,True,False,False,1,
Caloocan City,483512,"E.M. Castro Educational Foundation, Inc.",GAS|ABM|STEM|HUMSS|TVL,True,True,True,True,True,False,False,5,
Caloocan City,483517,St. Mary Goretti School,ABM|STEM|HUMSS|GAS|Arts and Design|Sports|TVL,True,True,True,True,True,True,True,7,
Caloocan City,483519,"Pledge of Love School, Inc.",ABM|HUMSS|GAS,False,True,True,True,False,False,False,3,
Caloocan City,483521,"St. Vincent de Ferrer College of Camarin, Inc.",STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Caloocan City,483526,"Young Achievers' School of Caloocan, Inc.",GAS|ABM|STEM|HUMSS|TVL,True,True,True,True,True,False,False,5,
Caloocan City,483528,Golden Link College Foundation,GAS|ABM|HUMSS|STEM|TVL,True,True,True,True,True,False,False,5,
Caloocan City,483540,"Genesis Christian Academy of Caloocan, Inc.",GAS|HUMSS|ABM,False,True,True,True,False,False,False,3,
Caloocan City,483541,Mother of Divine Grace Academy,GAS|ABM|TVL,False,True,False,True,True,False,False,3,
Caloocan City,483545,"Holy Angel School of Caloocan, Inc.",GAS|HUMSS|ABM|STEM,True,True,True,True,False,False,False,4,
Caloocan City,483548,"Escuela de Sophia of Caloocan, Inc.",STEM|HUMSS|GAS|ABM|Sports|TVL,True,True,True,True,True,False,True,6,
Caloocan City,483550,Knowledgeville School of Excellence,ABM,False,True,False,False,False,False,False,1,
Caloocan City,483551,Our Lord's Angels School Inc.,ABM|HUMSS|GAS,False,True,True,True,False,False,False,3,
Caloocan City,483552,"Escuela San Gabriel De Arcangel Foundation, Inc",ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Caloocan City,483558,Rhexane Academy Inc.,GAS|TVL,False,False,False,True,True,False,False,2,
Caloocan City,483559,"University of the East, Caloocan City",GAS|ABM|STEM|HUMSS|Arts and Design|Sports|TVL,True,True,True,True,True,True,True,7,
Caloocan City,483568,"Christ Jeross Christian Academy, Inc.",GAS|HUMSS|ABM,False,True,True,True,False,False,False,3,
Caloocan City,483569,Ridgewood School of Caloocan,GAS|STEM|ABM|HUMSS|Arts and Design|TVL,True,True,True,True,True,True,False,6,
Caloocan City,483570,"Academy of Saint Andrew-Caloocan, Inc.",GAS|HUMSS|ABM,False,True,True,True,False,False,False,3,
Caloocan City,483587,"Sagrada Familia School of Caloocan, Inc.",GAS|ABM|HUMSS,False,True,True,True,False,False,False,3,
Caloocan City,483620,St. Vincent Institute of Technology,GAS|STEM|TVL,True,False,False,True,True,False,False,3,
Caloocan City,483653,Our Lady of Grace School of Caloocan,GAS|ABM|HUMSS|Sports|TVL,False,True,True,True,True,False,True,5,
Caloocan City,600199,University of Caloocan City,ABM|HUMSS,False,True,True,False,False,False,False,2,
Caloocan City,1406680,Northern Rizal Yorklin School,STEM|ABM|GAS|TVL,True,True,False,True,True,False,False,4,
Las Piñas City,400988,AMA Computer Learning Center of Las Piñas,TVL,False,False,False,False,True,False,False,1,
Makati City,401728,SoFa Design Institute,Arts and Design,False,False,False,False,False,True,False,1,
Muntinlupa City,407333,Sacred Heart Institute,HUMSS,False,False,True,False,False,False,False,1,
Valenzuela City,407189,St. Therese of the Child Jesus Jesus Kidz Academy,ABM,False,True,False,False,False,False,False,1,
Caloocan City,406720,"Sta. Elena School of Novaliches, Inc.",GAS,False,False,False,True,False,False,False,1,
Caloocan City,407302,Montessori Professional College - Caloocan,GAS|TVL,False,False,False,True,True,False,False,2,
Las Piñas City,400981,ABE International College of Business and Economics-Las Piñas City,ABM|GAS|HUMSS|STEM|TVL,True,True,True,True,True,False,False,5,
Las Piñas City,400986,AMA Computer College-Las Piñas City,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Las Piñas City,400997,Southville International School and Colleges,STEM|ABM|HUMSS|GAS,True,True,True,True,False,False,False,4,
Las Piñas City,400999,St. Augustine College-Las Piñas City,ABM|STEM|GAS|HUMSS|TVL,True,True,True,True,True,False,False,5,
Las Piñas City,401000,STI College - Las Piñas,STEM|GAS|ABM|TVL,True,True,False,True,True,False,False,4,
Las Piñas City,405614,AMA Basic Education of Las Piñas City,STEM|ABM|GAS|HUMSS|TVL,True,True,True,True,True,False,False,5,
Las Piñas City,405630,Dr. Filemon C. Aguilar Information Technology Training Institute,TVL,False,False,False,False,True,False,False,1,
Las Piñas City,405657,"International Electronics and Technical Institute, Inc.-Las Piñas City",TVL,False,False,False,False,True,False,False,1,
Las Piñas City,405660,Southville International School Affiliated with Foreign Universities,ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Las Piñas City,405952,"AZGH College, Inc.",TVL,False,False,False,False,True,False,False,1,
Las Piñas City,406276,Datamex Institute of Computer Technology-Las Piñas City,TVL,False,False,False,False,True,False,False,1,
Las Piñas City,406499,"Asian Caregiving and Technology Education Centers, Inc. - Las Piñas",TVL,False,False,False,False,True,False,False,1,
Las Piñas City,407036,Philippine Merchant Marine School,ABM|STEM|HUMSS,True,True,True,False,False,False,False,3,
Las Piñas City,407078,"Young Achievers International School, Inc.",ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Las Piñas City,407079,Bernardo College,ABM|HUMSS|GAS|TVL,False,True,True,True,True,False,False,4,
Las Piñas City,407082,"Camella School, Inc.",ABM|GAS|HUMSS,False,True,True,True,False,False,False,3,
Las Piñas City,407085,Divine Light Academy - Las Piñas City,ABM|STEM|GAS|HUMSS,True,True,True,True,False,False,False,4,
Las Piñas City,407087,Holy Rosary Academy of Las Piñas City,STEM|ABM|HUMSS|GAS,True,True,True,True,False,False,False,4,
Las Piñas City,407090,Brittany School of Las Piñas,ABM,False,True,False,False,False,False,False,1,
Las Piñas City,407103,St. Joseph's Academy,STEM|GAS|TVL,True,False,False,True,True,False,False,3,
Las Piñas City,407104,St. Mark's Institute,ABM,False,True,False,False,False,False,False,1,
Las Piñas City,407105,"St. Michael's School, Inc.",ABM|HUMSS|GAS,False,True,True,True,False,False,False,3,
Las Piñas City,407106,Saint Therese School,ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Las Piñas City,407107,University of Perpetual Help System Dalta-Las Piñas Campus,ABM|HUMSS|GAS|STEM|Sports|Arts and Design|TVL,True,True,True,True,True,True,True,7,
Las Piñas City,407109,Westfield Science-Oriented School,STEM|ABM|GAS,True,True,False,True,False,False,False,3,
Las Piñas City,407110,Augustinian Abbey School,ABM|STEM|GAS|HUMSS,True,True,True,True,False,False,False,4,
Las Piñas City,407113,Blessed Trinity School of Las Piñas,ABM|GAS,False,True,False,True,False,False,False,2,
Las Piñas City,407114,Bloomfield Academy,ABM|HUMSS|STEM,True,True,True,False,False,False,False,3,
Las Piñas City,407115,Creative Middle School,ABM,False,True,False,False,False,False,False,1,
Las Piñas City,407117,Don Carlo Cavina School,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Las Piñas City,407119,Elizabeth Seton School,STEM|ABM|HUMSS,True,True,True,False,False,False,False,3,
Las Piñas City,407124,Las Piñas College,ABM|STEM|GAS|HUMSS|Sports,True,True,True,True,False,False,True,5,
Las Piñas City,407127,Mary Immaculate Parish Special School,GAS|TVL,False,False,False,True,True,False,False,2,
Las Piñas City,407131,"Montessori de Manila, Inc.",GAS|STEM|ABM|HUMSS|TVL,True,True,True,True,True,False,False,5,
Las Piñas City,407133,OB Montessori Center-Las Piñas City,GAS,False,False,False,True,False,False,False,1,
Las Piñas City,407134,Our Lady of Pilar Montessori Center,ABM,False,True,False,False,False,False,False,1,
Las Piñas City,407142,Saint Francis of Assisi College,GAS|STEM|ABM|TVL,True,True,False,True,True,False,False,4,
Las Piñas City,407146,Sto. Niño De Eucharistia Academy,STEM|ABM|HUMSS,True,True,True,False,False,False,False,3,
Las Piñas City,407371,Seed Academy,TVL,False,False,False,False,True,False,False,1,
Las Piñas City,407447,APEC Schools-Naga Road,ABM|GAS,False,True,False,True,False,False,False,2,
Las Piñas City,486522,Schola de Vita,ABM,False,True,False,False,False,False,False,1,
Las Piñas City,486534,GCF South Metro Christian School,ABM|STEM|GAS|HUMSS,True,True,True,True,False,False,False,4,
Makati City,401015,ABE International Business College-Makati City,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Makati City,401016,"AMA Computer College, Inc.-Makati",STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Makati City,401027,AMA Computer Learning Center of Guadalupe,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Makati City,401034,Asia Pacific College,GAS|ABM|STEM,True,True,False,True,False,False,False,3,
Makati City,401056,Career Academy Asia- PHINMA Education,Arts and Design|TVL,False,False,False,False,True,True,False,2,
Makati City,401059,Centro Escolar University-Makati,STEM|ABM|HUMSS,True,True,True,False,False,False,False,3,
Makati City,401067,"iACADEMY, Belair",ABM|HUMSS|GAS|Arts and Design|TVL,False,True,True,True,True,True,False,5,
Makati City,401071,Infotech Institute of Arts and Sciences-Makati Branch,TVL,False,False,False,False,True,False,False,1,
Makati City,401074,STI College - Makati,STEM|ABM|GAS|TVL,True,True,False,True,True,False,False,4,
Makati City,401670,Global City Innovative College,STEM|ABM|HUMSS|TVL,True,True,True,False,True,False,False,4,
Makati City,405667,Asian Institute of Computer Studies - Guadalupe,GAS|ABM|TVL,False,True,False,True,True,False,False,3,
Makati City,406398,International Academy of Management and Economics,GAS|TVL,False,False,False,True,True,False,False,2,
Makati City,406821,St. Paul College of Makati,STEM|ABM|HUMSS|TVL,True,True,True,False,True,False,False,4,
Makati City,406836,Assumption College,STEM|ABM|HUMSS|GAS,True,True,True,True,False,False,False,4,
Makati City,406837,Don Bosco Technical Institute - Makati,STEM|ABM|TVL,True,True,False,False,True,False,False,3,
Makati City,406841,"International Electronics and Technical Institute, Inc.-Makati",TVL,False,False,False,False,True,False,False,1,
Makati City,406844,Colegio de Sta. Rosa,STEM|ABM|HUMSS,True,True,True,False,False,False,False,3,
Makati City,406851,Colegio San Agustin-Makati,STEM|ABM|HUMSS|GAS,True,True,True,True,False,False,False,4,
Makati City,406852,Our Lady of Guadalupe Minor Seminary,GAS,False,False,False,True,False,False,False,1,
Makati City,406855,Guadalupe Catholic School,ABM|HUMSS|GAS,False,True,True,True,False,False,False,3,
Makati City,406857,4th Watch Maranatha Christian Academy of Makati,STEM|GAS,True,False,False,True,False,False,False,2,
Makati City,406858,Makati Hope Christian School,ABM|STEM,True,True,False,False,False,False,False,2,
Makati City,406863,St. Mary of the Woods School,HUMSS|GAS|Arts and Design|TVL,False,False,True,True,True,True,False,4,
Makati City,406864,Bethany Baptist Academy,STEM|HUMSS|ABM,True,True,True,False,False,False,False,3,
Makati City,407054,"Saint John Bosco Institute of Arts and Sciences, Inc. - Pio del Pilar",TVL,False,False,False,False,True,False,False,1,
Makati City,407058,"Saint John Bosco Institute of Arts and Sciences, Inc. - Makati City",TVL,False,False,False,False,True,False,False,1,
Makati City,407453,Montessori Professional College- Makati,GAS|TVL,False,False,False,True,True,False,False,2,
Makati City,485008,Light of the World Christian Academy of Makati,GAS|ABM|HUMSS,False,True,True,True,False,False,False,3,
Makati City,485013,Bloomfield Academy of Makati,STEM|ABM|HUMSS,True,True,True,False,False,False,False,3,
Makati City,485032,Reach International School Inc.,ABM|STEM|HUMSS|GAS,True,True,True,True,False,False,False,4,
Makati City,600305,University of Makati,STEM|ABM|HUMSS|Arts and Design|Sports|TVL,True,True,True,False,True,True,True,6,
Malabon City,405668,St. Catherine Institute of Technology,TVL,False,False,False,False,True,False,False,1,
Malabon City,406403,City of Malabon Polytechnic Institute,TVL,False,False,False,False,True,False,False,1,
Malabon City,406404,"College of Saint Amatiel, Inc.-Malabon",TVL,False,False,False,False,True,False,False,1,
Malabon City,407094,City of Malabon University,ABM|HUMSS,False,True,True,False,False,False,False,2,
Malabon City,407209,Philippine Malabon Cultural Institute,GAS|ABM,False,True,False,True,False,False,False,2,
Malabon City,407210,St. James Academy-Malabon City,ABM|HUMSS,False,True,True,False,False,False,False,2,
Malabon City,407211,St. Therese of the Child Jesus Academy,GAS|ABM|TVL,False,True,False,True,True,False,False,3,
Malabon City,407215,Immaculate Conception Parochial School,GAS|ABM|TVL,False,True,False,True,True,False,False,3,
Malabon City,407220,De La Salle Araneta University,ABM|HUMSS|GAS|STEM|TVL,True,True,True,True,True,False,False,5,
Malabon City,407223,Salvador Araneta Memorial Institute,ABM,False,True,False,False,False,False,False,1,
Malabon City,407229,"Higher Ground Baptist Academy Foundation, Inc.",HUMSS|GAS,False,False,True,True,False,False,False,2,
Malabon City,487514,"Probex School, Inc.",GAS|ABM|HUMSS,False,True,True,True,False,False,False,3,
Malabon City,487515,"Seibo College Foundation, Inc.",GAS,False,False,False,True,False,False,False,1,
Malabon City,487518,"Arellano University, Elisa Esguerra Campus, Jose Rizal High School",STEM|HUMSS|GAS|ABM|TVL,True,True,True,True,True,False,False,5,
Manila City,401135,"ABE International College of Business and Accountancy-Taft, Manila",ABM|TVL,False,True,False,False,True,False,False,2,
Manila City,401151,De La Salle University-Manila,STEM|ABM|HUMSS,True,True,True,False,False,False,False,3,
Manila City,401160,Emilio Aguinaldo College,HUMSS|STEM|ABM|Sports|TVL,True,True,True,False,True,False,True,5,
Manila City,401188,Lyceum of the Philippines University-Manila,GAS|ABM|STEM|HUMSS|Arts and Design|Sports|TVL,True,True,True,True,True,True,True,7,
Manila City,401193,Mapua Institute of Technology-Intramuros Campus,ABM|GAS|HUMSS|STEM,True,True,True,True,False,False,False,4,
Manila City,401242,"Philippine College of Health Sciences, Inc.",GAS |STEM|TVL,True,False,False,True,True,False,False,3,
Manila City,401293,St. Paul University-Manila,ABM|HUMSS|STEM|GAS|Arts and Design|TVL,True,True,True,True,True,True,False,6,
Manila City,401303,STI College - Taft,GAS|ABM|STEM|TVL,True,True,False,True,True,False,False,4,
Manila City,401319,The Manila Times College - Manila,HUMSS,False,False,True,False,False,False,False,1,
Manila City,405684,Industrial Advancement Academy of the Philippines,TVL,False,False,False,False,True,False,False,1,
Manila City,406359,Adamson University,GAS |ABM |STEM |HUMSS,True,True,True,True,False,False,False,4,
Manila City,406360,Colegio de San Juan de Letran,GAS|ABM|STEM|HUMSS|TVL,True,True,True,True,True,False,False,5,
